Reporte de Cambios - 20250521_202952
--------------------------------------------------
Productos Nuevos:
SKU: SKU000001, Nombre: Bata Manga Larga Blanca Talla 12, Inventario: 6, Precio: 439.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000023, Nombre: Bata Manga Corta Blanca Talla 36, Inventario: 0, Precio: 395.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000024, Nombre: Bata Manga Corta Blanca Talla 38, Inventario: 0, Precio: 395.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000025, Nombre: Bata Manga Corta Blanca Talla 40, Inventario: 0, Precio: 395.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000026, Nombre: Bata Manga Corta Blanca Talla 42, Inventario: 0, Precio: 395.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000027, Nombre: Bata Manga Corta Blanca Talla 44, Inventario: 0, Precio: 395.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000028, Nombre: Bata Manga Corta Blanca Talla 46, Inventario: 0, Precio: 395.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000029, Nombre: Playera Tortuga Blanca Talla 2, Inventario: 0, Precio: 75.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000030, Nombre: Playera Tortuga Blanca Talla 3, Inventario: 0, Precio: 75.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000031, Nombre: Playera Tortuga Blanca Talla 4, Inventario: 0, Precio: 75.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000032, Nombre: Playera Tortuga Blanca Talla 5, Inventario: 0, Precio: 75.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000033, Nombre: Playera Tortuga Blanca Talla 6, Inventario: 0, Precio: 75.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000034, Nombre: Playera Tortuga Blanca Talla 8, Inventario: 0, Precio: 75.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000035, Nombre: Playera Tortuga Blanca Talla 10, Inventario: 0, Precio: 85.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000036, Nombre: Playera Tortuga Blanca Talla 12, Inventario: 0, Precio: 85.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000037, Nombre: Playera Tortuga Blanca Talla 14, Inventario: 0, Precio: 95.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000038, Nombre: Playera Tortuga Blanca Talla 16, Inventario: 0, Precio: 95.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000039, Nombre: Calceta Escolar Rojo Talla 0-0, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000040, Nombre: Calceta Escolar Beige Talla 0-0, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000041, Nombre: Calceta Escolar Vino Talla 0-0, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000042, Nombre: Calceta Escolar Azul Marino Talla 0-0, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000043, Nombre: Calceta Escolar Negro Talla 0-0, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000044, Nombre: Calceta Escolar Verde Talla 0-0, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000045, Nombre: Calceta Escolar Blanca Talla 0-0, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000046, Nombre: Calceta Escolar Rojo Talla 0-2, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000047, Nombre: Calceta Escolar Beige Talla 0-2, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000048, Nombre: Calceta Escolar Vino Talla 0-2, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000049, Nombre: Calceta Escolar Azul Marino Talla 0-2, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000050, Nombre: Calceta Escolar Negro Talla 0-2, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000051, Nombre: Calceta Escolar Verde Talla 0-2, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000052, Nombre: Calceta Escolar Blanca Talla 0-2, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000053, Nombre: Calceta Escolar Rojo Talla 3-5, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000054, Nombre: Calceta Escolar Beige Talla 3-5, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000055, Nombre: Calceta Escolar Vino Talla 3-5, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000056, Nombre: Calceta Escolar Azul Marino Talla 3-5, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000057, Nombre: Calceta Escolar Negro Talla 3-5, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000058, Nombre: Calceta Escolar Verde Talla 3-5, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000059, Nombre: Calceta Escolar Blanca Talla 3-5, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000060, Nombre: Calceta Escolar Rojo Talla 6-8, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000061, Nombre: Calceta Escolar Beige Talla 6-8, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000062, Nombre: Calceta Escolar Vino Talla 6-8, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000063, Nombre: Calceta Escolar Azul Marino Talla 6-8, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000064, Nombre: Calceta Escolar Negro Talla 6-8, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000065, Nombre: Calceta Escolar Verde Talla 6-8, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000066, Nombre: Calceta Escolar Blanca Talla 6-8, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000067, Nombre: Calceta Escolar Rojo Talla 9-12, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000068, Nombre: Calceta Escolar Beige Talla 9-12, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000069, Nombre: Calceta Escolar Vino Talla 9-12, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000070, Nombre: Calceta Escolar Azul Marino Talla 9-12, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000071, Nombre: Calceta Escolar Negro Talla 9-12, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000072, Nombre: Calceta Escolar Verde Talla 9-12, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000073, Nombre: Calceta Escolar Blanca Talla 9-12, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000074, Nombre: Calceta Escolar Rojo Talla 13-18, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000075, Nombre: Calceta Escolar Beige Talla 13-18, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000076, Nombre: Calceta Escolar Vino Talla 13-18, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000077, Nombre: Calceta Escolar Azul Marino Talla 13-18, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000078, Nombre: Calceta Escolar Negro Talla 13-18, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000079, Nombre: Calceta Escolar Verde Talla 13-18, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000080, Nombre: Calceta Escolar Blanca Talla 13-18, Inventario: 0, Precio: 45.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000081, Nombre: Malla Escolar Rojo Talla 0-0, Inventario: 0, Precio: 100.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000082, Nombre: Malla Escolar Beige Talla 0-0, Inventario: 0, Precio: 100.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000083, Nombre: Malla Escolar Vino Talla 0-0, Inventario: 0, Precio: 100.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000084, Nombre: Malla Escolar Azul Marino Talla 0-0, Inventario: 0, Precio: 100.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000085, Nombre: Malla Escolar Negro Talla 0-0, Inventario: 0, Precio: 100.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000086, Nombre: Malla Escolar Verde Talla 0-0, Inventario: 0, Precio: 100.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000087, Nombre: Malla Escolar Blanca Talla 0-0, Inventario: 0, Precio: 100.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000088, Nombre: Malla Escolar Rojo Talla 0-2, Inventario: 0, Precio: 100.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000089, Nombre: Malla Escolar Beige Talla 0-2, Inventario: 0, Precio: 100.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000090, Nombre: Malla Escolar Vino Talla 0-2, Inventario: 0, Precio: 100.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000091, Nombre: Malla Escolar Azul Marino Talla 0-2, Inventario: 0, Precio: 100.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000092, Nombre: Malla Escolar Negro Talla 0-2, Inventario: 0, Precio: 100.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000093, Nombre: Malla Escolar Verde Talla 0-2, Inventario: 0, Precio: 100.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000094, Nombre: Malla Escolar Blanca Talla 0-2, Inventario: 0, Precio: 100.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000095, Nombre: Malla Escolar Rojo Talla 3-5, Inventario: 0, Precio: 100.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000096, Nombre: Malla Escolar Beige Talla 3-5, Inventario: 0, Precio: 100.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000097, Nombre: Malla Escolar Vino Talla 3-5, Inventario: 0, Precio: 100.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000098, Nombre: Malla Escolar Azul Marino Talla 3-5, Inventario: 0, Precio: 100.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000099, Nombre: Malla Escolar Negro Talla 3-5, Inventario: 0, Precio: 100.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000100, Nombre: Malla Escolar Verde Talla 3-5, Inventario: 0, Precio: 100.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000101, Nombre: Malla Escolar Blanca Talla 3-5, Inventario: 0, Precio: 100.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000102, Nombre: Malla Escolar Rojo Talla 6-8, Inventario: 0, Precio: 105.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000103, Nombre: Malla Escolar Beige Talla 6-8, Inventario: 0, Precio: 105.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000104, Nombre: Malla Escolar Vino Talla 6-8, Inventario: 0, Precio: 105.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000105, Nombre: Malla Escolar Azul Marino Talla 6-8, Inventario: 0, Precio: 105.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000106, Nombre: Malla Escolar Negro Talla 6-8, Inventario: 0, Precio: 105.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000107, Nombre: Malla Escolar Verde Talla 6-8, Inventario: 0, Precio: 105.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000108, Nombre: Malla Escolar Blanca Talla 6-8, Inventario: 0, Precio: 105.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000109, Nombre: Malla Escolar Rojo Talla 9-12, Inventario: 0, Precio: 120.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000110, Nombre: Malla Escolar Beige Talla 9-12, Inventario: 0, Precio: 120.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000111, Nombre: Malla Escolar Vino Talla 9-12, Inventario: 0, Precio: 120.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000112, Nombre: Malla Escolar Azul Marino Talla 9-12, Inventario: 0, Precio: 120.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000113, Nombre: Malla Escolar Negro Talla 9-12, Inventario: 0, Precio: 120.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000114, Nombre: Malla Escolar Verde Talla 9-12, Inventario: 0, Precio: 120.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000115, Nombre: Malla Escolar Blanca Talla 9-12, Inventario: 0, Precio: 120.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000116, Nombre: Malla Escolar Rojo Talla 13-18, Inventario: 0, Precio: 135.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000117, Nombre: Malla Escolar Beige Talla 13-18, Inventario: 0, Precio: 135.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000118, Nombre: Malla Escolar Vino Talla 13-18, Inventario: 0, Precio: 135.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000119, Nombre: Malla Escolar Azul Marino Talla 13-18, Inventario: 0, Precio: 135.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000120, Nombre: Malla Escolar Negro Talla 13-18, Inventario: 0, Precio: 135.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000121, Nombre: Malla Escolar Verde Talla 13-18, Inventario: 0, Precio: 135.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000122, Nombre: Malla Escolar Blanca Talla 13-18, Inventario: 0, Precio: 135.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000123, Nombre: Malla Escolar Rojo Talla CH-MD, Inventario: 0, Precio: 135.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000124, Nombre: Malla Escolar Beige Talla CH-MD, Inventario: 0, Precio: 135.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000125, Nombre: Malla Escolar Vino Talla CH-MD, Inventario: 0, Precio: 135.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000126, Nombre: Malla Escolar Azul Marino Talla CH-MD, Inventario: 0, Precio: 135.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000127, Nombre: Malla Escolar Negro Talla CH-MD, Inventario: 0, Precio: 135.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000128, Nombre: Malla Escolar Verde Talla CH-MD, Inventario: 0, Precio: 135.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000129, Nombre: Malla Escolar Blanca Talla CH-MD, Inventario: 0, Precio: 135.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000130, Nombre: Malla Escolar Rojo Talla GD-EXG, Inventario: 0, Precio: 135.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000131, Nombre: Malla Escolar Beige Talla GD-EXG, Inventario: 0, Precio: 135.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000132, Nombre: Malla Escolar Vino Talla GD-EXG, Inventario: 0, Precio: 135.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000133, Nombre: Malla Escolar Azul Marino Talla GD-EXG, Inventario: 0, Precio: 135.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000134, Nombre: Malla Escolar Negro Talla GD-EXG, Inventario: 0, Precio: 135.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000135, Nombre: Malla Escolar Verde Talla GD-EXG, Inventario: 0, Precio: 135.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000136, Nombre: Malla Escolar Blanca Talla GD-EXG, Inventario: 0, Precio: 135.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000137, Nombre: Malla Escolar Rojo Talla Dama, Inventario: 0, Precio: 135.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000138, Nombre: Malla Escolar Beige Talla Dama, Inventario: 0, Precio: 135.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000139, Nombre: Malla Escolar Vino Talla Dama, Inventario: 0, Precio: 135.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000140, Nombre: Malla Escolar Azul Marino Talla Dama, Inventario: 0, Precio: 135.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000141, Nombre: Malla Escolar Negro Talla Dama, Inventario: 0, Precio: 135.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000142, Nombre: Malla Escolar Verde Talla Dama, Inventario: 0, Precio: 135.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000143, Nombre: Malla Escolar Blanca Talla Dama, Inventario: 0, Precio: 135.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000144, Nombre: Corbata Rojo Talla Uni, Inventario: 0, Precio: 70.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000145, Nombre: Corbata Rosa Talla Uni, Inventario: 0, Precio: 70.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000146, Nombre: Corbata Beige Talla Uni, Inventario: 0, Precio: 70.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000147, Nombre: Corbata Vino Talla Uni, Inventario: 0, Precio: 70.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000148, Nombre: Corbata Gris Talla Uni, Inventario: 0, Precio: 70.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000149, Nombre: Corbata Azul Marino Talla Uni, Inventario: 0, Precio: 70.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000150, Nombre: Corbata Negro Talla Uni, Inventario: 0, Precio: 70.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000151, Nombre: Corbata Verde Talla Uni, Inventario: 0, Precio: 70.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000152, Nombre: Corbata Azul Rey Talla Uni, Inventario: 0, Precio: 70.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000153, Nombre: Corbata Blanca Talla Uni, Inventario: 0, Precio: 70.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000154, Nombre: Corbatín Rojo Talla Uni, Inventario: 0, Precio: 70.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000155, Nombre: Corbatín Rosa Talla Uni, Inventario: 0, Precio: 70.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000156, Nombre: Corbatín Beige Talla Uni, Inventario: 0, Precio: 70.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000157, Nombre: Corbatín Vino Talla Uni, Inventario: 0, Precio: 70.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000158, Nombre: Corbatín Gris Talla Uni, Inventario: 0, Precio: 70.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000159, Nombre: Corbatín Azul Marino Talla Uni, Inventario: 0, Precio: 70.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000160, Nombre: Corbatín Negro Talla Uni, Inventario: 0, Precio: 70.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000161, Nombre: Corbatín Verde Talla Uni, Inventario: 0, Precio: 70.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000162, Nombre: Corbatín Azul Rey Talla Uni, Inventario: 0, Precio: 70.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
SKU: SKU000163, Nombre: Corbatín Blanca Talla Uni, Inventario: 0, Precio: 70.0, Escuela: Sin Escuela, Última Modificación: 2025-05-21 19:31:51
